date,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2012-07-21,1,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-22,2,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-23,3,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-24,4,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-25,5,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-26,6,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-27,7,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-28,1,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-29,2,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-30,3,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-07-31,4,7,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-01,5,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-08-02,6,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-08-03,7,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-08-04,1,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-08-05,2,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-08-06,3,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-08-07,4,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-08-08,5,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-08-09,6,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-08-10,7,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-08-11,1,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-08-12,2,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-08-13,3,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-08-14,4,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-08-15,5,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-08-16,6,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-17,7,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-18,1,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-19,2,8,2012,Eid al-Fitr,Religious,0_NoEvent,0_NoEvent,0,0,0
2012-08-20,3,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-21,4,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-22,5,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-23,6,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-24,7,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-25,1,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-26,2,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-27,3,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-28,4,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-29,5,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-30,6,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-08-31,7,8,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-01,1,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-09-02,2,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-09-03,3,9,2012,LaborDay,National,0_NoEvent,0_NoEvent,1,1,1
2012-09-04,4,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-09-05,5,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-09-06,6,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-09-07,7,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-09-08,1,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-09-09,2,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-09-10,3,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-09-11,4,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-09-12,5,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-09-13,6,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-09-14,7,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-09-15,1,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-09-16,2,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-17,3,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-18,4,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-19,5,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-20,6,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-21,7,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-22,1,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-23,2,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-24,3,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-25,4,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-26,5,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-27,6,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-28,7,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-29,1,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-09-30,2,9,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-01,3,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-10-02,4,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-10-03,5,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-10-04,6,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-10-05,7,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-10-06,1,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-10-07,2,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-10-08,3,10,2012,ColumbusDay,National,0_NoEvent,0_NoEvent,1,0,1
2012-10-09,4,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-10-10,5,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-10-11,6,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-10-12,7,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-10-13,1,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-10-14,2,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-10-15,3,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-10-16,4,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-17,5,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-18,6,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-19,7,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-20,1,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-21,2,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-22,3,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-23,4,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-24,5,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-25,6,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-26,7,10,2012,EidAlAdha,Religious,0_NoEvent,0_NoEvent,0,0,0
2012-10-27,1,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-28,2,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-29,3,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-30,4,10,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-10-31,5,10,2012,Halloween,Cultural,0_NoEvent,0_NoEvent,0,0,0
2012-11-01,6,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-11-02,7,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-11-03,1,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-11-04,2,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-11-05,3,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-11-06,4,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-11-07,5,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-11-08,6,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-11-09,7,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-11-10,1,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-11-11,2,11,2012,VeteransDay,National,0_NoEvent,0_NoEvent,0,1,1
2012-11-12,3,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-11-13,4,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-11-14,5,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-11-15,6,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-11-16,7,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-17,1,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-18,2,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-19,3,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-20,4,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-21,5,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-22,6,11,2012,Thanksgiving,National,0_NoEvent,0_NoEvent,0,0,0
2012-11-23,7,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-24,1,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-25,2,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-26,3,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-27,4,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-28,5,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-29,6,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-11-30,7,11,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-01,1,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-12-02,2,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-12-03,3,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-12-04,4,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-12-05,5,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-12-06,6,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-12-07,7,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2012-12-08,1,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2012-12-09,2,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2012-12-10,3,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2012-12-11,4,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-12-12,5,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-12-13,6,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2012-12-14,7,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2012-12-15,1,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2012-12-16,2,12,2012,Chanukah End,Religious,0_NoEvent,0_NoEvent,0,0,0
2012-12-17,3,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-18,4,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-19,5,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-20,6,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-21,7,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-22,1,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-23,2,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-24,3,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-25,4,12,2012,Christmas,National,0_NoEvent,0_NoEvent,0,0,0
2012-12-26,5,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-27,6,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-28,7,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-29,1,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-30,2,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2012-12-31,3,12,2012,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-01,4,1,2013,NewYear,National,0_NoEvent,0_NoEvent,1,1,0
2013-01-02,5,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2013-01-03,6,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-01-04,7,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-01-05,1,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-01-06,2,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-01-07,3,1,2013,OrthodoxChristmas,Religious,0_NoEvent,0_NoEvent,1,1,0
2013-01-08,4,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2013-01-09,5,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-01-10,6,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-01-11,7,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-01-12,1,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-01-13,2,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2013-01-14,3,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2013-01-15,4,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-01-16,5,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-17,6,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-18,7,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-19,1,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-20,2,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-21,3,1,2013,MartinLutherKingDay,National,0_NoEvent,0_NoEvent,0,0,0
2013-01-22,4,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-23,5,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-24,6,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-25,7,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-26,1,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-27,2,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-28,3,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-29,4,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-30,5,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-01-31,6,1,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-01,7,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2013-02-02,1,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2013-02-03,2,2,2013,SuperBowl,Sporting,0_NoEvent,0_NoEvent,1,1,1
2013-02-04,3,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-02-05,4,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-02-06,5,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-02-07,6,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2013-02-08,7,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2013-02-09,1,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-02-10,2,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-02-11,3,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-02-12,4,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-02-13,5,2,2013,LentStart,Religious,0_NoEvent,0_NoEvent,0,1,0
2013-02-14,6,2,2013,ValentinesDay,Cultural,0_NoEvent,0_NoEvent,0,0,1
2013-02-15,7,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-02-16,1,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-17,2,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-18,3,2,2013,PresidentsDay,National,0_NoEvent,0_NoEvent,0,0,0
2013-02-19,4,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-20,5,2,2013,LentWeek2,Religious,0_NoEvent,0_NoEvent,0,0,0
2013-02-21,6,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-22,7,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-23,1,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-24,2,2,2013,Purim End,Religious,0_NoEvent,0_NoEvent,0,0,0
2013-02-25,3,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-26,4,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-27,5,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-02-28,6,2,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-01,7,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2013-03-02,1,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2013-03-03,2,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-03-04,3,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-03-05,4,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-03-06,5,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-03-07,6,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2013-03-08,7,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2013-03-09,1,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-03-10,2,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-03-11,3,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-03-12,4,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-03-13,5,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2013-03-14,6,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2013-03-15,7,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-03-16,1,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-17,2,3,2013,StPatricksDay,Cultural,0_NoEvent,0_NoEvent,0,0,0
2013-03-18,3,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-19,4,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-20,5,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-21,6,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-22,7,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-23,1,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-24,2,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-25,3,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-26,4,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-27,5,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-28,6,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-29,7,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-30,1,3,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
2013-03-31,2,3,2013,Easter,Cultural,0_NoEvent,0_NoEvent,0,0,0
2013-04-01,3,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2013-04-02,4,4,2013,Pesach End,Religious,0_NoEvent,0_NoEvent,1,0,1
2013-04-03,5,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-04-04,6,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-04-05,7,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-04-06,1,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-04-07,2,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,0
2013-04-08,3,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,1
2013-04-09,4,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,1,1
2013-04-10,5,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,1,0,0
2013-04-11,6,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-04-12,7,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-04-13,1,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,0
2013-04-14,2,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,1
2013-04-15,3,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,1,1
2013-04-16,4,4,2013,0_NoEvent,0_NoEvent,0_NoEvent,0_NoEvent,0,0,0
